SKU,Categoria,Fabricante,Num_Ofertas,Melhor_Preco,Pior_Preco,Preco_Medio,Variacao_%,Distribuidores
NEOSOLARCHARGERS23757,componentes,unknown,3,1200.00,8188.00,5312.78,582.33,"Estimated:R$1200.00; YSH Internal:R$6550.35; YSH B2C:R$8188.00"
NEOSOLARPOSTS24172,componentes,unknown,3,1200.00,8187.49,5312.49,582.29,"Estimated:R$1200.00; YSH Internal:R$6549.98; YSH B2C:R$8187.49"
SKU12435812435817544827976815683,componentes,unknown,3,850.00,5788.49,3756.41,581.00,"Estimated:R$850.00; YSH Internal:R$4630.73; YSH B2C:R$5788.49"
ICV0000420CARREGADOR20VEICULAR20FOXESS20A022KP1E222KW,componentes,unknown,3,1200.00,8163.95,5298.30,580.33,"Estimated:R$1200.00; YSH Internal:R$6530.95; YSH B2C:R$8163.95"
IIN00292,componentes,unknown,3,1200.00,8146.95,5288.07,578.91,"Estimated:R$1200.00; YSH Internal:R$6517.27; YSH B2C:R$8146.95"
SUNGROWSG20RTP2AFCI380V2MPPT,componentes,unknown,3,1200.00,8116.99,5270.25,576.42,"Estimated:R$1200.00; YSH Internal:R$6493.75; YSH B2C:R$8116.99"
FOTUSKP04798KWPCERAMICOKITS,kits,unknown,3,5345.80,35935.00,15987.60,572.21,"YSH Internal:R$5345.80; YSH B2C:R$6681.99; Estimated:R$35935.00"
IIN00082,componentes,unknown,3,1200.00,8058.99,5235.47,571.58,"Estimated:R$1200.00; YSH Internal:R$6447.42; YSH B2C:R$8058.99"
NEOSOLARCHARGERS27330,componentes,unknown,3,1200.00,8056.00,5233.54,571.33,"Estimated:R$1200.00; YSH Internal:R$6444.63; YSH B2C:R$8056.00"
ICA00010,componentes,unknown,3,1200.00,8013.95,5208.30,567.83,"Estimated:R$1200.00; YSH Internal:R$6410.96; YSH B2C:R$8013.95"
NEOSOLARCHARGERS21751,componentes,unknown,3,1200.00,7992.49,5195.49,566.04,"Estimated:R$1200.00; YSH Internal:R$6393.99; YSH B2C:R$7992.49"
FOTUSKP04960KWPCERAMICOKITS,kits,unknown,3,6502.38,43225.00,19285.13,564.76,"YSH Internal:R$6502.38; YSH B2C:R$8128.00; Estimated:R$43225.00"
SKU19176919176917485312150104210,componentes,unknown,3,1200.00,7974.99,5185.09,564.58,"Estimated:R$1200.00; YSH Internal:R$6380.28; YSH B2C:R$7974.99"
FOTUSKP04855KWPCERAMICOKITS,kits,unknown,3,5797.56,38500.00,17181.52,564.07,"YSH Internal:R$5797.56; YSH B2C:R$7247.00; Estimated:R$38500.00"
NEOSOLARCHARGERS24474,componentes,unknown,3,1200.00,7948.00,5168.80,562.33,"Estimated:R$1200.00; YSH Internal:R$6358.39; YSH B2C:R$7948.00"
IIN00313,componentes,unknown,3,1200.00,7943.95,5166.25,562.00,"Estimated:R$1200.00; YSH Internal:R$6354.81; YSH B2C:R$7943.95"
ICO00001,componentes,unknown,3,1200.00,7915.00,5148.94,559.58,"Estimated:R$1200.00; YSH Internal:R$6331.82; YSH B2C:R$7915.00"
NEOSOLARCABLES27352,componentes,unknown,3,180.00,1185.99,771.62,558.88,"Estimated:R$180.00; YSH Internal:R$948.86; YSH B2C:R$1185.99"
FOTUSKP04840KWPFIBROCIMENTOKITS,kits,unknown,3,5771.99,37825.00,16937.33,555.32,"YSH Internal:R$5771.99; YSH B2C:R$7215.00; Estimated:R$37825.00"
IMAGEPRODUCT559376,componentes,unknown,3,1200.00,7852.99,5111.88,554.42,"Estimated:R$1200.00; YSH Internal:R$6282.66; YSH B2C:R$7852.99"
ITF00005,componentes,unknown,3,1200.00,7822.99,5093.80,551.92,"Estimated:R$1200.00; YSH Internal:R$6258.41; YSH B2C:R$7822.99"
ENPHASEIQB,componentes,unknown,3,1200.00,7815.00,5089.00,551.25,"Estimated:R$1200.00; YSH Internal:R$6251.99; YSH B2C:R$7815.00"
NEOSOLARCHARGERS20872,componentes,unknown,3,1200.00,7790.95,5074.48,549.25,"Estimated:R$1200.00; YSH Internal:R$6232.48; YSH B2C:R$7790.95"
SKU19508919508917460393803631309,componentes,unknown,3,850.00,5509.49,3589.01,548.18,"Estimated:R$850.00; YSH Internal:R$4407.54; YSH B2C:R$5509.49"
ODEXODEXINVSAJ8000W,componentes,unknown,3,1129.47,7298.00,3279.82,546.14,"YSH Internal:R$1129.47; YSH B2C:R$1412.00; Estimated:R$7298.00"
SKU375553755517545438599901052,componentes,unknown,3,1200.00,7752.49,5051.48,546.04,"Estimated:R$1200.00; YSH Internal:R$6201.96; YSH B2C:R$7752.49"
SKU19176819176817460425002977694,componentes,unknown,3,1200.00,7733.95,5040.31,544.50,"Estimated:R$1200.00; YSH Internal:R$6186.99; YSH B2C:R$7733.95"
IIN00174,componentes,unknown,3,1200.00,7720.49,5032.28,543.37,"Estimated:R$1200.00; YSH Internal:R$6176.36; YSH B2C:R$7720.49"
IIN00079,componentes,unknown,3,1200.00,7708.00,5024.76,542.33,"Estimated:R$1200.00; YSH Internal:R$6166.28; YSH B2C:R$7708.00"
SKU19240619240617458660592386008,componentes,unknown,3,850.00,5406.95,3527.39,536.11,"Estimated:R$850.00; YSH Internal:R$4325.22; YSH B2C:R$5406.95"
NEOSOLARINVERTERS22685,componentes,unknown,3,393.17,2500.00,1128.22,535.86,"YSH Internal:R$393.17; YSH B2C:R$491.49; Estimated:R$2500.00"
IIN00369,componentes,unknown,3,1200.00,7606.95,4964.07,533.91,"Estimated:R$1200.00; YSH Internal:R$6085.27; YSH B2C:R$7606.95"
NEOSOLARSTATIONS23504,componentes,unknown,3,1200.00,7601.95,4961.12,533.50,"Estimated:R$1200.00; YSH Internal:R$6081.40; YSH B2C:R$7601.95"
IEF00098,componentes,unknown,3,1200.00,7597.95,4958.70,533.16,"Estimated:R$1200.00; YSH Internal:R$6078.16; YSH B2C:R$7597.95"
SKU29958929958917471414377421707,componentes,unknown,3,1200.00,7582.99,4949.87,531.92,"Estimated:R$1200.00; YSH Internal:R$6066.61; YSH B2C:R$7582.99"
NEOSOLARSTATIONS20286,componentes,unknown,3,1200.00,7537.99,4922.81,528.17,"Estimated:R$1200.00; YSH Internal:R$6030.45; YSH B2C:R$7537.99"
NEOSOLARCHARGERS24467,componentes,unknown,3,1200.00,7482.99,4889.81,523.58,"Estimated:R$1200.00; YSH Internal:R$5986.45; YSH B2C:R$7482.99"
NEOSOLARCONTROLLERS20057,componentes,unknown,3,1200.00,7460.99,4876.64,521.75,"Estimated:R$1200.00; YSH Internal:R$5968.94; YSH B2C:R$7460.99"
FOTUSKP041254KWPMINITRILHOKITS,kits,unknown,3,9087.78,56455.00,25634.24,521.22,"YSH Internal:R$9087.78; YSH B2C:R$11359.95; Estimated:R$56455.00"
FOTUSKP041368KWPCERAMICOKITS,kits,unknown,3,9933.10,61585.00,27978.03,520.00,"YSH Internal:R$9933.10; YSH B2C:R$12415.99; Estimated:R$61585.00"
NEOSOLARCHARGERS24795,componentes,unknown,3,1200.00,7438.95,4863.25,519.91,"Estimated:R$1200.00; YSH Internal:R$5950.81; YSH B2C:R$7438.95"
IMAGEPRODUCT559375,componentes,HANERSUN,3,1200.00,7388.00,4832.76,515.67,"Estimated:R$1200.00; YSH Internal:R$5910.28; YSH B2C:R$7388.00"
IEF00168,componentes,unknown,3,1200.00,7386.00,4831.58,515.50,"Estimated:R$1200.00; YSH Internal:R$5908.75; YSH B2C:R$7386.00"
FOTUSKP021136KWPCERAMICOKITS,kits,unknown,3,8312.57,51145.00,23282.84,515.27,"YSH Internal:R$8312.57; YSH B2C:R$10390.95; Estimated:R$51145.00"
NEOSOLARCHARGERS24475,componentes,unknown,3,1200.00,7347.00,4808.18,512.25,"Estimated:R$1200.00; YSH Internal:R$5877.53; YSH B2C:R$7347.00"
IIN00326,componentes,unknown,3,1200.00,7344.99,4807.01,512.08,"Estimated:R$1200.00; YSH Internal:R$5876.03; YSH B2C:R$7344.99"
SKU19206819206817459124742242879,componentes,unknown,3,196.25,1200.00,547.08,511.46,"YSH Internal:R$196.25; YSH B2C:R$244.99; Estimated:R$1200.00"
IIN00232GROWATTMAX75KTL3XL2220V8MPPT,componentes,Growatt,3,1200.00,7331.99,4799.23,511.00,"Estimated:R$1200.00; YSH Internal:R$5865.70; YSH B2C:R$7331.99"
NEOSOLARCHARGERS24717,componentes,unknown,3,1200.00,7320.99,4792.65,510.08,"Estimated:R$1200.00; YSH Internal:R$5856.97; YSH B2C:R$7320.99"
FOTUSKP021136KWPFIBROCIMENTOKITS,kits,unknown,3,8397.04,51145.00,23346.01,509.08,"YSH Internal:R$8397.04; YSH B2C:R$10495.99; Estimated:R$51145.00"
NEOSOLARCHARGERS26904,componentes,unknown,3,1200.00,7243.95,4746.29,503.66,"Estimated:R$1200.00; YSH Internal:R$5794.92; YSH B2C:R$7243.95"
MINASOLMS545IMAGE,componentes,unknown,3,1200.00,7205.99,4723.64,500.50,"Estimated:R$1200.00; YSH Internal:R$5764.92; YSH B2C:R$7205.99"
FOTUSKP04720KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,6522.43,38910.00,17861.81,496.56,"YSH Internal:R$6522.43; YSH B2C:R$8152.99; Estimated:R$38910.00"
NEOSOLARCONTROLLERS20126,componentes,unknown,3,1200.00,7157.95,4694.69,496.50,"Estimated:R$1200.00; YSH Internal:R$5726.13; YSH B2C:R$7157.95"
CONTENTINGRESSPORTALB2BNEOSOLARCOMBR,componentes,unknown,3,1200.00,7157.95,4694.69,496.50,"Estimated:R$1200.00; YSH Internal:R$5726.13; YSH B2C:R$7157.95"
SKU12298012298017544826815777105,componentes,unknown,3,1200.00,7155.99,4693.63,496.33,"Estimated:R$1200.00; YSH Internal:R$5724.90; YSH B2C:R$7155.99"
FOTUSKP02284KWPCERAMICOKITS,kits,unknown,3,2149.15,12805.00,5880.21,495.82,"YSH Internal:R$2149.15; YSH B2C:R$2686.49; Estimated:R$12805.00"
ISB00004,componentes,unknown,3,1200.00,7122.99,4673.87,493.58,"Estimated:R$1200.00; YSH Internal:R$5698.62; YSH B2C:R$7122.99"
NEOSOLARPOSTS24175,componentes,unknown,3,1200.00,7089.95,4653.87,490.83,"Estimated:R$1200.00; YSH Internal:R$5671.65; YSH B2C:R$7089.95"
NEOSOLARCABLES20132,componentes,unknown,3,180.00,1061.95,697.11,489.97,"Estimated:R$180.00; YSH Internal:R$849.38; YSH B2C:R$1061.95"
IIN00212,componentes,unknown,3,1200.00,7077.00,4646.18,489.75,"Estimated:R$1200.00; YSH Internal:R$5661.55; YSH B2C:R$7077.00"
FOTUSKP02710KWPMINITRILHOKITS,kits,unknown,3,5422.58,31975.00,14725.19,489.66,"YSH Internal:R$5422.58; YSH B2C:R$6777.99; Estimated:R$31975.00"
IIN00365,componentes,unknown,3,1200.00,7026.99,4616.23,485.58,"Estimated:R$1200.00; YSH Internal:R$5621.69; YSH B2C:R$7026.99"
IIN00318,componentes,unknown,3,1200.00,7024.49,4614.68,485.37,"Estimated:R$1200.00; YSH Internal:R$5619.55; YSH B2C:R$7024.49"
NEOSOLARCHARGERS20860,componentes,unknown,3,1200.00,7013.00,4607.75,484.42,"Estimated:R$1200.00; YSH Internal:R$5610.24; YSH B2C:R$7013.00"
IIN00260,componentes,unknown,3,1200.00,6959.00,4575.34,479.92,"Estimated:R$1200.00; YSH Internal:R$5567.03; YSH B2C:R$6959.00"
FOTUSKP04969KWPFIBROCIMENTOKITS,kits,unknown,3,7529.24,43630.00,20190.40,479.47,"YSH Internal:R$7529.24; YSH B2C:R$9411.95; Estimated:R$43630.00"
GROWATTMID40KTL3X2380V4MPPTV2,componentes,Growatt,3,1200.00,6935.00,4560.98,477.92,"Estimated:R$1200.00; YSH Internal:R$5547.95; YSH B2C:R$6935.00"
IEF00166,componentes,unknown,3,1200.00,6930.99,4558.60,477.58,"Estimated:R$1200.00; YSH Internal:R$5544.81; YSH B2C:R$6930.99"
IIN00290,componentes,unknown,3,1200.00,6927.99,4556.85,477.33,"Estimated:R$1200.00; YSH Internal:R$5542.55; YSH B2C:R$6927.99"
NEOSOLARCONTROLLERS20106,componentes,unknown,3,1200.00,6880.99,4528.63,473.42,"Estimated:R$1200.00; YSH Internal:R$5504.90; YSH B2C:R$6880.99"
FOTUSKP04684KWPMINITRILHOKITS,kits,unknown,3,5463.97,30805.00,14366.32,463.78,"YSH Internal:R$5463.97; YSH B2C:R$6830.00; Estimated:R$30805.00"
NEOSOLARKITS27260,kits,unknown,3,446.23,2500.00,1168.08,460.25,"YSH Internal:R$446.23; YSH B2C:R$558.00; Estimated:R$2500.00"
IIN00144,componentes,unknown,3,1200.00,6717.95,4430.66,459.83,"Estimated:R$1200.00; YSH Internal:R$5374.03; YSH B2C:R$6717.95"
FOTUSKP02710KWPCERAMICOKITS,kits,unknown,3,5714.15,31975.00,14944.03,459.58,"YSH Internal:R$5714.15; YSH B2C:R$7142.95; Estimated:R$31975.00"
GOODWEGW60KSMTIMAGE,componentes,GOODWE,3,8139.94,45450.00,21254.98,458.36,"YSH Internal:R$8139.94; YSH B2C:R$10175.00; Estimated:R$45450.00"
FOTUSKP04840KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,8164.95,45390.00,21253.65,455.91,"YSH Internal:R$8164.95; YSH B2C:R$10205.99; Estimated:R$45390.00"
NEOSOLARCONTROLLERS23055,componentes,unknown,3,1200.00,6660.95,4396.48,455.08,"Estimated:R$1200.00; YSH Internal:R$5328.50; YSH B2C:R$6660.95"
FOTUSKP031136KWPMINITRILHOKITS,kits,unknown,3,9238.31,51145.00,23977.10,453.62,"YSH Internal:R$9238.31; YSH B2C:R$11548.00; Estimated:R$51145.00"
SKU31380131380117466238930555038,componentes,unknown,3,850.00,4673.99,3087.75,449.88,"Estimated:R$850.00; YSH Internal:R$3739.25; YSH B2C:R$4673.99"
IIN00184,componentes,unknown,3,1200.00,6577.99,4346.88,448.17,"Estimated:R$1200.00; YSH Internal:R$5262.66; YSH B2C:R$6577.99"
IIN00347,componentes,unknown,3,1200.00,6560.99,4336.67,446.75,"Estimated:R$1200.00; YSH Internal:R$5249.03; YSH B2C:R$6560.99"
NEOSOLARSTATIONS20789,componentes,unknown,3,1200.00,6547.49,4328.48,445.62,"Estimated:R$1200.00; YSH Internal:R$5237.95; YSH B2C:R$6547.49"
ODEXODEXINVGROWATT8000W1,componentes,unknown,3,2572.09,14016.63,6601.24,444.95,"YSH Internal:R$2572.09; YSH B2C:R$3214.99; N/A:R$14016.63"
FOTUSKP03568KWPMINITRILHOKITS,kits,unknown,3,4704.77,25585.00,12056.92,443.81,"YSH Internal:R$4704.77; YSH B2C:R$5881.00; Estimated:R$25585.00"
SKU313834313834117466239027672907,componentes,unknown,3,850.00,4588.00,3036.10,439.76,"Estimated:R$850.00; YSH Internal:R$3670.29; YSH B2C:R$4588.00"
IIN00367,componentes,unknown,3,1200.00,6407.49,4244.49,433.96,"Estimated:R$1200.00; YSH Internal:R$5125.97; YSH B2C:R$6407.49"
NEOSOLARCONTROLLERS20781,componentes,unknown,3,1200.00,6395.99,4237.61,433.00,"Estimated:R$1200.00; YSH Internal:R$5116.83; YSH B2C:R$6395.99"
IIN00110,componentes,unknown,3,1200.00,6386.00,4231.54,432.17,"Estimated:R$1200.00; YSH Internal:R$5108.62; YSH B2C:R$6386.00"
NEOSOLARCONTROLLERS20114,componentes,unknown,3,1200.00,6383.99,4230.49,432.00,"Estimated:R$1200.00; YSH Internal:R$5107.47; YSH B2C:R$6383.99"
FOTUSKP021065KWPCERAMICOKITS,kits,unknown,3,9035.33,47950.00,22759.77,430.69,"YSH Internal:R$9035.33; YSH B2C:R$11293.99; Estimated:R$47950.00"
FOTUSKP02852KWPFIBROCIMENTOKITS,kits,unknown,3,7237.74,38365.00,18216.58,430.07,"YSH Internal:R$7237.74; YSH B2C:R$9046.99; Estimated:R$38365.00"
NEOSOLARKITS26699,kits,unknown,3,472.40,2500.00,1187.63,429.21,"YSH Internal:R$472.40; YSH B2C:R$590.49; Estimated:R$2500.00"
FOTUSKP04720KWPMINITRILHOKITS,kits,unknown,3,6142.01,32425.00,15414.99,427.92,"YSH Internal:R$6142.01; YSH B2C:R$7677.95; Estimated:R$32425.00"
FOTUSKP02852KWPMINITRILHOKITS,kits,unknown,3,7316.29,38365.00,18275.43,424.38,"YSH Internal:R$7316.29; YSH B2C:R$9144.99; Estimated:R$38365.00"
NEOSOLARCHARGERS21743,componentes,unknown,3,1200.00,6288.00,4172.76,424.00,"Estimated:R$1200.00; YSH Internal:R$5030.29; YSH B2C:R$6288.00"
IIN00312,componentes,unknown,3,1200.00,6283.00,4169.75,423.58,"Estimated:R$1200.00; YSH Internal:R$5026.24; YSH B2C:R$6283.00"
FOTUSKP04360KWPFIBROCIMENTOKITSHIBRIDOS,kits,unknown,3,3724.58,19470.00,9283.51,422.74,"YSH Internal:R$3724.58; YSH B2C:R$4655.95; Estimated:R$19470.00"
FOTUSKP02568KWPMINITRILHOKITS,kits,unknown,3,4896.28,25585.00,12200.42,422.54,"YSH Internal:R$4896.28; YSH B2C:R$6119.99; Estimated:R$25585.00"
NEOSOLARCHARGERS24607,componentes,unknown,3,1200.00,6236.99,4142.20,419.75,"Estimated:R$1200.00; YSH Internal:R$4989.61; YSH B2C:R$6236.99"
FOTUSKP03852KWPFIBROCIMENTOKITS,kits,unknown,3,7421.79,38365.00,18354.59,416.92,"YSH Internal:R$7421.79; YSH B2C:R$9276.99; Estimated:R$38365.00"
NEOSOLARINVERTERS21639,componentes,unknown,3,484.23,2500.00,1196.41,416.28,"YSH Internal:R$484.23; YSH B2C:R$604.99; Estimated:R$2500.00"
GOODWEGW6000SBP20IMAGE,componentes,GOODWE,3,2250.00,11586.99,7702.27,414.98,"Estimated:R$2250.00; YSH Internal:R$9269.82; YSH B2C:R$11586.99"
NEOSOLARINVERTERS26937,componentes,unknown,3,487.17,2500.00,1198.72,413.17,"YSH Internal:R$487.17; YSH B2C:R$609.00; Estimated:R$2500.00"
NEOSOLARCHARGERS21757,componentes,unknown,3,1200.00,6154.95,4092.90,412.91,"Estimated:R$1200.00; YSH Internal:R$4923.74; YSH B2C:R$6154.95"
FOTUSKP04720KWPCERAMICOKITS,kits,unknown,3,6322.65,32425.00,15550.21,412.84,"YSH Internal:R$6322.65; YSH B2C:R$7902.99; Estimated:R$32425.00"
IIN00376V2,componentes,unknown,3,1200.00,6153.99,4092.41,412.83,"Estimated:R$1200.00; YSH Internal:R$4923.25; YSH B2C:R$6153.99"
IEF00203,componentes,unknown,3,1200.00,6123.95,4074.30,410.33,"Estimated:R$1200.00; YSH Internal:R$4898.95; YSH B2C:R$6123.95"
SKU21556321556317587472203114354,componentes,unknown,3,1200.00,6121.99,4073.28,410.17,"Estimated:R$1200.00; YSH Internal:R$4897.84; YSH B2C:R$6121.99"
SOFAR25KTLXG3LVAFCIIMAGEPRODUCT600381,componentes,SOFAR,3,3838.79,19575.00,9404.09,409.93,"YSH Internal:R$3838.79; YSH B2C:R$4798.49; Estimated:R$19575.00"
NEOSOLARCONTROLLERS20110,componentes,unknown,3,1200.00,6091.95,4055.11,407.66,"Estimated:R$1200.00; YSH Internal:R$4873.39; YSH B2C:R$6091.95"
GOODWEGW25KSDTP31AFCIIMAGEPRODUCT600404,componentes,GOODWE,3,4004.87,20250.00,9753.62,405.63,"YSH Internal:R$4004.87; YSH B2C:R$5005.99; Estimated:R$20250.00"
NEOSOLARCONTROLLERS20107,componentes,unknown,3,1200.00,6047.95,4028.70,404.00,"Estimated:R$1200.00; YSH Internal:R$4838.16; YSH B2C:R$6047.95"
FOTUSKP04480KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,5152.75,25950.00,12514.58,403.61,"YSH Internal:R$5152.75; YSH B2C:R$6441.00; Estimated:R$25950.00"
292421,componentes,unknown,3,2500.00,12566.95,8373.40,402.68,"Estimated:R$2500.00; YSH Internal:R$10053.25; YSH B2C:R$12566.95"
FOTUSKP02720KWPCERAMICOKITS,kits,unknown,3,6467.56,32425.00,15659.02,401.35,"YSH Internal:R$6467.56; YSH B2C:R$8084.49; Estimated:R$32425.00"
NEOSOLARINVERTERS27162,componentes,unknown,3,2500.00,12509.99,8339.42,400.40,"Estimated:R$2500.00; YSH Internal:R$10008.27; YSH B2C:R$12509.99"
NEOSOLARKITS26722,kits,unknown,3,2500.00,12493.95,8329.63,399.76,"Estimated:R$2500.00; YSH Internal:R$9994.93; YSH B2C:R$12493.95"
IIN00352,componentes,unknown,3,1200.00,5993.99,3996.44,399.50,"Estimated:R$1200.00; YSH Internal:R$4795.34; YSH B2C:R$5993.99"
NEOSOLARKITS26701,kits,unknown,3,2500.00,12463.00,8311.10,398.52,"Estimated:R$2500.00; YSH Internal:R$9970.29; YSH B2C:R$12463.00"
276954,componentes,unknown,3,2500.00,12461.95,8310.40,398.48,"Estimated:R$2500.00; YSH Internal:R$9969.26; YSH B2C:R$12461.95"
SKU29958629958617471562636241354,componentes,unknown,3,1200.00,5979.99,3988.01,398.33,"Estimated:R$1200.00; YSH Internal:R$4784.03; YSH B2C:R$5979.99"
NEOSOLARINVERTERS26930,componentes,unknown,3,2500.00,12363.49,8251.42,394.54,"Estimated:R$2500.00; YSH Internal:R$9890.77; YSH B2C:R$12363.49"
NEOSOLARCHARGERS20044,componentes,unknown,3,1200.00,5932.99,3959.84,394.42,"Estimated:R$1200.00; YSH Internal:R$4746.52; YSH B2C:R$5932.99"
NEOSOLARCHARGERS27386,componentes,unknown,3,1200.00,5926.00,3955.57,393.83,"Estimated:R$1200.00; YSH Internal:R$4740.70; YSH B2C:R$5926.00"
IIN00214,componentes,unknown,3,1200.00,5925.99,3955.62,393.83,"Estimated:R$1200.00; YSH Internal:R$4740.88; YSH B2C:R$5925.99"
NEOSOLARKITS24172,kits,unknown,3,2500.00,12337.99,8236.18,393.52,"Estimated:R$2500.00; YSH Internal:R$9870.54; YSH B2C:R$12337.99"
NEOSOLARINVERTERS25055,componentes,unknown,3,2500.00,12285.95,8204.82,391.44,"Estimated:R$2500.00; YSH Internal:R$9828.51; YSH B2C:R$12285.95"
IEF00073,componentes,unknown,3,1200.00,5895.00,3937.00,391.25,"Estimated:R$1200.00; YSH Internal:R$4715.99; YSH B2C:R$5895.00"
NEOSOLARKITS27476,kits,unknown,3,2500.00,12278.95,8200.62,391.16,"Estimated:R$2500.00; YSH Internal:R$9822.92; YSH B2C:R$12278.95"
NEOSOLARINVERTERS27152,componentes,unknown,3,2500.00,12263.49,8191.41,390.54,"Estimated:R$2500.00; YSH Internal:R$9810.75; YSH B2C:R$12263.49"
NEOSOLARINVERTERS27093,componentes,unknown,3,2500.00,12204.49,8156.03,388.18,"Estimated:R$2500.00; YSH Internal:R$9763.59; YSH B2C:R$12204.49"
NEOSOLARINVERTERS22690,componentes,unknown,3,2500.00,12203.49,8155.43,388.14,"Estimated:R$2500.00; YSH Internal:R$9762.79; YSH B2C:R$12203.49"
NEOSOLARINVERTERS24870,componentes,unknown,3,2500.00,12165.00,8132.31,386.60,"Estimated:R$2500.00; YSH Internal:R$9731.94; YSH B2C:R$12165.00"
IEF00045,componentes,unknown,3,1200.00,5833.00,3899.77,386.08,"Estimated:R$1200.00; YSH Internal:R$4666.31; YSH B2C:R$5833.00"
ICA00009,componentes,unknown,3,1200.00,5832.00,3899.15,386.00,"Estimated:R$1200.00; YSH Internal:R$4665.45; YSH B2C:R$5832.00"
FOTUSKP02600KWPMINITRILHOKITS,kits,unknown,3,5561.64,27025.00,13179.54,385.92,"YSH Internal:R$5561.64; YSH B2C:R$6951.99; Estimated:R$27025.00"
FOTUSKP04840KWPFIBROCIMENTOKITSHIBRIDOS,kits,unknown,3,9355.07,45390.00,22146.36,385.19,"YSH Internal:R$9355.07; YSH B2C:R$11694.00; Estimated:R$45390.00"
NEOSOLARINVERTERS26848,componentes,unknown,3,2500.00,12116.49,8103.22,384.66,"Estimated:R$2500.00; YSH Internal:R$9693.18; YSH B2C:R$12116.49"
ODEXODEXESTRUTURASOLARGROUPFIBROCIMENTO1,estrutura,unknown,3,2500.00,12077.95,8080.01,383.12,"Estimated:R$2500.00; YSH Internal:R$9662.07; YSH B2C:R$12077.95"
SKU29243829243817459034566372442,componentes,unknown,3,2500.00,12074.99,8078.39,383.00,"Estimated:R$2500.00; YSH Internal:R$9660.19; YSH B2C:R$12074.99"
GROWATTMOD15KTL3X2380V2MPPT,componentes,Growatt,3,1200.00,5794.00,3876.38,382.83,"Estimated:R$1200.00; YSH Internal:R$4635.13; YSH B2C:R$5794.00"
SKU24676824676817459237636241276,componentes,unknown,3,2500.00,12067.00,8073.51,382.68,"Estimated:R$2500.00; YSH Internal:R$9653.54; YSH B2C:R$12067.00"
GROWATTNEO225,componentes,Growatt,3,1200.00,5789.99,3874.08,382.50,"Estimated:R$1200.00; YSH Internal:R$4632.24; YSH B2C:R$5789.99"
IIN00316HUAWEISUN2000100KTLM2380V10MPPT,componentes,unknown,3,1200.00,5789.95,3873.87,382.50,"Estimated:R$1200.00; YSH Internal:R$4631.65; YSH B2C:R$5789.95"
IEF00100,componentes,unknown,3,1200.00,5787.99,3872.88,382.33,"Estimated:R$1200.00; YSH Internal:R$4630.65; YSH B2C:R$5787.99"
FOTUSKP03710KWPCERAMICOKITS,kits,unknown,3,6639.65,31975.00,15638.20,381.58,"YSH Internal:R$6639.65; YSH B2C:R$8299.95; Estimated:R$31975.00"
IIN00231,componentes,unknown,3,1200.00,5778.00,3866.76,381.50,"Estimated:R$1200.00; YSH Internal:R$4622.29; YSH B2C:R$5778.00"
FOTUSKP03852KWPCERAMICOKITS,kits,unknown,3,7968.32,38365.00,18764.44,381.47,"YSH Internal:R$7968.32; YSH B2C:R$9959.99; Estimated:R$38365.00"
NEOSOLARCHARGERS27328,componentes,unknown,3,1200.00,5770.00,3861.99,380.83,"Estimated:R$1200.00; YSH Internal:R$4615.98; YSH B2C:R$5770.00"
NEOSOLARINVERTERS22021,componentes,unknown,3,2500.00,12004.95,8036.23,380.20,"Estimated:R$2500.00; YSH Internal:R$9603.73; YSH B2C:R$12004.95"
NEOSOLARCONTROLLERS20128,componentes,unknown,3,1200.00,5753.00,3851.77,379.42,"Estimated:R$1200.00; YSH Internal:R$4602.31; YSH B2C:R$5753.00"
FOTUSKP04513KWPCERAMICOKITS,kits,unknown,3,4822.37,23110.00,11320.12,379.22,"YSH Internal:R$4822.37; YSH B2C:R$6028.00; Estimated:R$23110.00"
NEOSOLARKITS25162,kits,unknown,3,522.37,2500.00,1225.12,378.59,"YSH Internal:R$522.37; YSH B2C:R$653.00; Estimated:R$2500.00"
ITR00056,componentes,unknown,3,1200.00,5736.99,3842.29,378.08,"Estimated:R$1200.00; YSH Internal:R$4589.89; YSH B2C:R$5736.99"
FOTUSKP02480KWPMINITRILHOKITS,kits,unknown,3,4523.29,21625.00,10600.76,378.08,"YSH Internal:R$4523.29; YSH B2C:R$5653.99; Estimated:R$21625.00"
FOTUSKP04840KWPMINITRILHOKITS,kits,unknown,3,7914.94,37825.00,18544.63,377.89,"YSH Internal:R$7914.94; YSH B2C:R$9893.95; Estimated:R$37825.00"
NEOSOLARINVERTERS24872,componentes,unknown,3,2500.00,11944.99,8000.42,377.80,"Estimated:R$2500.00; YSH Internal:R$9556.27; YSH B2C:R$11944.99"
FOTUSKP02840KWPFIBROCIMENTOKITS,kits,unknown,3,7923.88,37825.00,18551.29,377.35,"YSH Internal:R$7923.88; YSH B2C:R$9905.00; Estimated:R$37825.00"
NEOSOLARKITS26700,kits,unknown,3,2500.00,11928.49,7990.43,377.14,"Estimated:R$2500.00; YSH Internal:R$9542.80; YSH B2C:R$11928.49"
NEOSOLARKITS27475,kits,unknown,3,2500.00,11916.99,7983.56,376.68,"Estimated:R$2500.00; YSH Internal:R$9533.70; YSH B2C:R$11916.99"
