SKU,Categoria,Custo,Preco_Final,Markup_Base_%,Ajuste_%,Markup_Final_%,Margem_Bruta_%,Margem_Liquida_%,Cenario,Canal,Desconto_Canal,Charm_Pricing,Confianca,Ajuste_Tempo,Ajuste_Estoque,Ajuste_Competicao,Ajuste_Segmento,Ajuste_Urgencia,Total_Ajustes
NEOSOLARINVERTERS20565,componentes,6179.02,7724.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20566,componentes,3900.50,4875.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20666,componentes,8866.13,11082.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20778,componentes,3796.03,4744.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20922,componentes,4520.22,5649.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS20924,componentes,5321.98,6652.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21306,componentes,203.67,254.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21442,componentes,8594.27,10743.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21630,componentes,4850.79,6063.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21631,componentes,772.08,964.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21633,componentes,2059.29,2573.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21634,componentes,9018.04,11272.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21639,componentes,484.23,604.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21640,componentes,2772.60,3465.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21641,componentes,9088.09,11359.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21642,componentes,7163.50,8953.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS21824,componentes,8759.96,10950.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22021,componentes,9603.73,12004.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22022,componentes,7186.77,8983.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22023,componentes,2772.81,3465.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22024,componentes,2157.50,2697.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22025,componentes,7847.38,9808.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22095,componentes,6772.20,8464.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22099,componentes,8225.61,10281.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22144,componentes,8421.66,10526.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22159,componentes,8411.95,10515.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22663,componentes,8194.63,10242.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22671,componentes,849.57,1062.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22675,componentes,5547.45,6933.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22676,componentes,3815.30,4768.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22677,componentes,5017.47,6272.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22679,componentes,3674.46,4592.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22684,componentes,9351.30,11688.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22685,componentes,393.17,491.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22689,componentes,5858.37,7323.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22690,componentes,9762.79,12203.49,28,-3,25,20,11,neutro,b2c,0,Não,high,0,0,0,0,0,0
NEOSOLARINVERTERS22691,componentes,8185.99,10232.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22692,componentes,3503.90,4380.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22714,componentes,5670.77,7088.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22734,componentes,3226.44,4032.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS22921,componentes,7313.26,9141.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS23309,componentes,4779.47,5973.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS23782,componentes,1243.64,1554.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS23783,componentes,5640.60,7050.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24825,componentes,6879.31,8598.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24870,componentes,9731.94,12165.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24872,componentes,9556.27,11944.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24874,componentes,4561.93,5702.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24876,componentes,4611.19,5764.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24877,componentes,9218.22,11523.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24878,componentes,3445.03,4305.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24972,componentes,9153.04,11440.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS24973,componentes,4688.94,5860.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS25046,componentes,8302.40,10377.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS25050,componentes,2060.76,2576.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS25055,componentes,9828.51,12285.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26628,componentes,8567.29,10708.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26630,componentes,6383.43,7978.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26657,componentes,2402.41,3002.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26669,componentes,2078.98,2598.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26673,componentes,1759.10,2199.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26674,componentes,6583.70,8229.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26675,componentes,3128.99,3910.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26689,componentes,5197.54,6497.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26690,componentes,6528.88,8160.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26691,componentes,6481.53,8102.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26692,componentes,6943.01,8679.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26693,componentes,6364.12,7954.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26753,componentes,2747.84,3435.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26754,componentes,938.49,1172.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26755,componentes,4043.30,5053.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26765,componentes,5803.85,7255.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26766,componentes,7310.37,9138.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26767,componentes,6959.51,8698.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26768,componentes,8892.24,11114.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26783,componentes,1897.00,2370.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26785,componentes,5267.58,6584.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26795,componentes,8062.14,10077.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26799,componentes,816.54,1020.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26815,componentes,8209.40,10261.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26816,componentes,2670.85,3338.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26817,componentes,1886.55,2357.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26845,componentes,1479.43,1848.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26846,componentes,6624.88,8280.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26847,componentes,6339.74,7924.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26848,componentes,9693.18,12116.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26849,componentes,1481.04,1850.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26857,componentes,6213.41,7767.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26858,componentes,8108.10,10134.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26859,componentes,5691.42,7113.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26860,componentes,4005.50,5007.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26861,componentes,1898.11,2372.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26922,componentes,6224.80,7780.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26923,componentes,4657.77,5821.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26924,componentes,3779.95,4725.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26927,componentes,6847.76,8559.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26929,componentes,7311.72,9139.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26930,componentes,9890.77,12363.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26931,componentes,1929.23,2411.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26934,componentes,2628.44,3285.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26936,componentes,4295.33,5368.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26937,componentes,487.17,609.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26938,componentes,7248.21,9059.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26941,componentes,2812.25,3514.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26943,componentes,3492.09,4364.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26944,componentes,8056.94,10070.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26945,componentes,3642.84,4553.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS26948,componentes,9410.56,11762.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27091,componentes,1333.23,1666.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27093,componentes,9763.59,12204.49,28,-3,25,20,11,neutro,b2c,0,Não,high,0,0,0,0,0,0
NEOSOLARINVERTERS27128,componentes,1854.19,2317.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27130,componentes,7175.89,8970.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27131,componentes,8293.67,10366.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27134,componentes,7941.43,9927.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27136,componentes,4209.45,5262.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27137,componentes,1829.39,2286.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27141,componentes,3689.89,4611.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27146,componentes,2483.87,3105.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27149,componentes,9151.91,11440.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27150,componentes,5127.31,6408.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27152,componentes,9810.75,12263.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27153,componentes,5318.21,6648.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27156,componentes,1725.58,2157.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27157,componentes,5913.31,7391.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27160,componentes,7704.81,9630.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27161,componentes,5451.15,6814.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27162,componentes,10008.27,12509.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27163,componentes,7775.66,9719.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27166,componentes,6823.35,8528.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27167,componentes,6017.50,7522.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27171,componentes,8098.69,10122.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27401,componentes,6206.68,7757.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARINVERTERS27406,componentes,7399.64,9249.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPCOLONIAL,estrutura,1842.41,2302.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPFIBROCIMENTO1,estrutura,9662.07,12077.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPFIBROCIMENTO,estrutura,2437.51,3047.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPMETALICO,estrutura,9522.24,11903.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPSOLO1,estrutura,2787.52,3484.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
ODEXODEXESTRUTURASOLARGROUPSOLO,estrutura,6255.89,7820.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU112369117457314169194004,componentes,8157.97,10197.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU13572013572017458937387875142,componentes,7835.97,9795.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU14576314576317456925994814488,componentes,8849.13,11061.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU152147152147117507708324918071,componentes,186.41,232.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU165471165471117460424443329247,componentes,7952.80,9940.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU19257519257517460421976229660,componentes,1303.16,1629.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU19257619257617458855660881319,componentes,8451.61,10564.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU19402319402317460422066042496,componentes,8069.57,10087.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676124676117460392268529534,componentes,1789.50,2237.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676224676217460422357569937,componentes,4790.13,5987.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676324676317460422564036824,componentes,1007.64,1259.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676424676417458511580915488,componentes,1147.64,1434.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676524676517457436108364088,componentes,8451.80,10564.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24676824676817459237636241276,componentes,9653.54,12067.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU24677624677617460419822698100,componentes,6206.49,7757.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU25851625851617459085227243203,componentes,7026.59,8782.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU26727726727717458727569694572,componentes,8488.56,10610.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU27695427695417460390182534484,componentes,9054.69,11317.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU28924100117457929059638740,componentes,7582.70,9477.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29242129242117460422200014247,componentes,5250.19,6562.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29242329242317459265882555020,componentes,4896.74,6121.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29242429242417457928091181215,componentes,6723.95,8405.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29243129243117458504394775074,componentes,7843.83,9805.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29243329243317459162631168039,componentes,8852.66,11066.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29243529243517460420086945208,componentes,6217.51,7772.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29243729243717458999759611785,componentes,5442.89,6803.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29243829243817459034566372442,componentes,9660.19,12074.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29244229244217457818261091625,componentes,7972.49,9965.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29959129959117467236965391281,componentes,7704.42,9630.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU29959529959517467957208646910,componentes,2924.04,3654.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU30615530615517479477829824229,componentes,9341.27,11676.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
SKU31514831514817551159943964186,componentes,9511.15,11889.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
FOTUSKP02KITS,kits,4702.22,5878.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
FOTUSKP03KITS,kits,1645.42,2057.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
FOTUSKP04KITSHIBRIDOS,kits,5831.58,7289.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
FOTUSKP04KITS,kits,3658.06,4572.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS22690,kits,8521.81,10651.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS22691,kits,3063.86,3830.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23586,kits,7155.07,8944.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23699,kits,6743.96,8430.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23703,kits,5283.50,6603.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23927,kits,8073.36,10091.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23928,kits,827.02,1034.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS23929,kits,9516.79,11896.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24170,kits,4910.18,6137.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24171,kits,9017.25,11271.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24172,kits,9870.54,12337.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24173,kits,576.87,720.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24174,kits,2520.82,3150.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS24175,kits,171.98,215.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25043,kits,7264.74,9081.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25044,kits,7467.48,9333.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25045,kits,1121.88,1401.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25046,kits,105.72,131.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25047,kits,2955.44,3693.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25048,kits,2647.80,3309.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25049,kits,141.17,176.49,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25053,kits,4328.78,5411.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25129,kits,2032.90,2540.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25130,kits,2472.66,3091.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25131,kits,6252.30,7814.99,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25132,kits,8202.27,10253.00,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
NEOSOLARKITS25154,kits,608.49,760.95,28,-3,25,20,11,neutro,b2c,0,Sim,high,0,0,0,0,0,0
